0 	0.06976
   1 	0.02546
   2 	0.01906
   3 	0.01598
   4 	0.01430
   5 	0.01369
   6 	0.01297
   7 	0.01169
   8 	0.00993
   9 	0.01004
  10 	0.00880
  11 	0.00882
  12 	0.00844
  13 	0.00847
  14 	0.00803
  15 	0.00726
  16 	0.00852
  17 	0.00728
  18 	0.00764
  19 	0.00797
  20 	0.00730
  21 	0.00736
  22 	0.00684
  23 	0.00661
  24 	0.00683
  25 	0.00647
  26 	0.00640
  27 	0.00596
  28 	0.00607
  29 	0.00624
  30 	0.00528
  31 	0.00573
  32 	0.00590
  33 	0.00572
  34 	0.00694
  35 	0.00587
  36 	0.00628
  37 	0.00548
  38 	0.00595
  39 	0.00533
  40 	0.00568
  41 	0.00525
  42 	0.00530
  43 	0.00586
  44 	0.00587
  45 	0.00572
  46 	0.00551
  47 	0.00545
  48 	0.00520
  49 	0.00515
  50 	0.00527
  51 	0.00585
  52 	0.00577
  53 	0.00544
  54 	0.00539
  55 	0.00481
  56 	0.00568
  57 	0.00585
  58 	0.00481
  59 	0.00503
  60 	0.00515
  61 	0.00551
  62 	0.00557
  63 	0.00538
  64 	0.00531
  65 	0.00525
  66 	0.00519
  67 	0.00507
  68 	0.00491
  69 	0.00523
  70 	0.00512
  71 	0.00491
  72 	0.00538
  73 	0.00542
  74 	0.00485
  75 	0.00486
  76 	0.00497
  77 	0.00514
  78 	0.00524
  79 	0.00513
  80 	0.00486
  81 	0.00505
  82 	0.00505
  83 	0.00450
  84 	0.00498
  85 	0.00534
  86 	0.00465
  87 	0.00472
  88 	0.00520
  89 	0.00510
  90 	0.00495
  91 	0.00460
  92 	0.00496
  93 	0.00497
  94 	0.00537
  95 	0.00494
  96 	0.00484
  97 	0.00456
  98 	0.00479
  99 	0.00477
 100 	0.00497
 101 	0.00448
 102 	0.00495
 103 	0.00477
 104 	0.00498
 105 	0.00459
 106 	0.00480
 107 	0.00462
 108 	0.00430
 109 	0.00478
 110 	0.00498
 111 	0.00470
 112 	0.00449
 113 	0.00474
 114 	0.00427
 115 	0.00439
 116 	0.00471
 117 	0.00433
 118 	0.00485
 119 	0.00470
 120 	0.00441
 121 	0.00466
 122 	0.00440
 123 	0.00482
 124 	0.00460
 125 	0.00485
 126 	0.00495
 127 	0.00448
 128 	0.00474
 129 	0.00474
 130 	0.00538
 131 	0.00491
 132 	0.00458
 133 	0.00408
 134 	0.00448
 135 	0.00497
 136 	0.00504
 137 	0.00439
 138 	0.00475
 139 	0.00438
 140 	0.00452
 141 	0.00464
 142 	0.00500
 143 	0.00409
 144 	0.00457
 145 	0.00446
 146 	0.00413
 147 	0.00397
 148 	0.00449
 149 	0.00461
 150 	0.00460
 151 	0.00460
 152 	0.00446
 153 	0.00407
