0 	0.08022
   1 	0.04538
   2 	0.02350
   3 	0.01928
   4 	0.01445
   5 	0.01529
   6 	0.01402
   7 	0.01365
   8 	0.01224
   9 	0.01078
  10 	0.01152
  11 	0.01099
  12 	0.01059
  13 	0.01062
  14 	0.00970
  15 	0.01064
  16 	0.01160
  17 	0.00932
  18 	0.00972
  19 	0.00991
  20 	0.01004
  21 	0.00916
  22 	0.00891
  23 	0.00911
  24 	0.00898
  25 	0.00877
  26 	0.00879
  27 	0.00948
  28 	0.00844
  29 	0.00875
  30 	0.00854
  31 	0.00837
  32 	0.00781
  33 	0.00830
  34 	0.00814
  35 	0.00881
  36 	0.00773
  37 	0.00858
  38 	0.00816
  39 	0.00774
  40 	0.00812
  41 	0.00768
  42 	0.00753
  43 	0.00785
  44 	0.00856
  45 	0.00790
  46 	0.00855
  47 	0.00780
  48 	0.00758
  49 	0.00749
  50 	0.00866
  51 	0.00903
  52 	0.00769
  53 	0.00848
  54 	0.00760
  55 	0.00738
  56 	0.00823
  57 	0.00844
  58 	0.00740
  59 	0.00860
  60 	0.00789
  61 	0.00773
  62 	0.00730
  63 	0.00878
  64 	0.00717
  65 	0.00782
  66 	0.00716
  67 	0.00812
  68 	0.00814
  69 	0.00840
  70 	0.00728
  71 	0.00806
  72 	0.00879
  73 	0.00803
  74 	0.00786
  75 	0.00726
  76 	0.00822
  77 	0.00740
  78 	0.00657
  79 	0.00709
  80 	0.00686
  81 	0.00665
  82 	0.00608
  83 	0.00653
  84 	0.00642
  85 	0.00806
  86 	0.00588
  87 	0.00522
  88 	0.00570
  89 	0.00601
  90 	0.00588
  91 	0.00572
  92 	0.00516
  93 	0.00487
  94 	0.00532
  95 	0.00546
  96 	0.00584
  97 	0.00537
  98 	0.00530
  99 	0.00545
 100 	0.00543
 101 	0.00484
 102 	0.00503
 103 	0.00506
 104 	0.00499
 105 	0.00656
 106 	0.00602
 107 	0.00533
 108 	0.00496
 109 	0.00465
 110 	0.00507
 111 	0.00542
 112 	0.00465
 113 	0.00478
 114 	0.00509
 115 	0.00507
 116 	0.00507
 117 	0.00434
 118 	0.00466
 119 	0.00472
 120 	0.00446
 121 	0.00476
 122 	0.00461
 123 	0.00467
 124 	0.00445
 125 	0.00460
 126 	0.00474
 127 	0.00478
 128 	0.00448
 129 	0.00443
 130 	0.00478
 131 	0.00485
 132 	0.00522
 133 	0.00460
 134 	0.00445
 135 	0.00446
 136 	0.00442
 137 	0.00459
 138 	0.00515
 139 	0.00488
 140 	0.00480
 141 	0.00417
 142 	0.00468
 143 	0.00479
 144 	0.00437
 145 	0.00496
 146 	0.00481
 147 	0.00464
 148 	0.00467
 149 	0.00469
 150 	0.00452
 151 	0.00423
 152 	0.00477
 153 	0.00465
 154 	0.00450
 155 	0.00461
 156 	0.00463
 157 	0.00467
 158 	0.00445
 159 	0.00455
 160 	0.00448
 161 	0.00439
 162 	0.00443
 163 	0.00441
 164 	0.00428
 165 	0.00449
 166 	0.00430
 167 	0.00410
 168 	0.00426
 169 	0.00441
 170 	0.00428
 171 	0.00396
 172 	0.00432
 173 	0.00442
 174 	0.00432
 175 	0.00417
 176 	0.00447
 177 	0.00566
 178 	0.00425
 179 	0.00453
 180 	0.00424
 181 	0.00518
 182 	0.00419
 183 	0.00436
 184 	0.00395
 185 	0.00440
 186 	0.00438
 187 	0.00485
 188 	0.00384
 189 	0.00476
 190 	0.00461
 191 	0.00479
 192 	0.00448
 193 	0.00422
 194 	0.00422
 195 	0.00431
 196 	0.00434
 197 	0.00434
 198 	0.00407
 199 	0.00431
 200 	0.00403
 201 	0.00403
 202 	0.00449
 203 	0.00408
 204 	0.00407
 205 	0.00448
 206 	0.00461
 207 	0.00385
 208 	0.00400
 209 	0.00418
 210 	0.00436
 211 	0.00417
 212 	0.00390
 213 	0.00458
 214 	0.00417
 215 	0.00425
 216 	0.00383
 217 	0.00416
 218 	0.00411
 219 	0.00429
 220 	0.00395
 221 	0.00435
 222 	0.00406
 223 	0.00399
 224 	0.00389
 225 	0.00406
 226 	0.00428
 227 	0.00426
 228 	0.00397
 229 	0.00403
 230 	0.00390
 231 	0.00396
 232 	0.00385
 233 	0.00405
 234 	0.00417
 235 	0.00397
